duplicate_group,image_key,image_id,dataset,duplicate_type,review_status
exact_e9f49343a33f,aptos__6e1c351bed1874f4,1f07dae3cadb,aptos,exact_sha256,automatic_exact_match
exact_eaeef761a5aa,aptos__1bf3e2b0104e6d95,5879285f9d8d,aptos,exact_sha256,automatic_exact_match
exact_eaeef761a5aa,aptos__a33d7c688b365b72,6f43a3d1ed0a,aptos,exact_sha256,automatic_exact_match
exact_eb62fc8eca98,aptos__58bad1d0be593346,4d7d6928534a,aptos,exact_sha256,automatic_exact_match
exact_eb62fc8eca98,aptos__3d08453370cda474,94b1d8ad35ec,aptos,exact_sha256,automatic_exact_match
exact_ebae39b7e639,aptos__7c6a18e16478aa6c,1c9c583c10bf,aptos,exact_sha256,automatic_exact_match
exact_ebae39b7e639,aptos__3c89c2ffc924763a,ea15a290eb96,aptos,exact_sha256,automatic_exact_match
exact_ec008b381160,aptos__33c3bed9b69e554b,46cdc8b685bd,aptos,exact_sha256,automatic_exact_match
exact_ec008b381160,aptos__9d0ea0e31ff57ec8,e4151feb8443,aptos,exact_sha256,automatic_exact_match
exact_ec71d1b6d6e1,aptos__16e7c1e54fa642a6,0c7e82daf5a0,aptos,exact_sha256,automatic_exact_match
exact_ec71d1b6d6e1,aptos__0b9fa9f758cec629,3e86335bc2fd,aptos,exact_sha256,automatic_exact_match
exact_ec96f76568f5,aptos__1b51a28992254e48,bb7e0a2544cd,aptos,exact_sha256,automatic_exact_match
exact_ec96f76568f5,aptos__fbd881ce2288058d,e76a9cbb2a8c,aptos,exact_sha256,automatic_exact_match
exact_ed97344a28af,aptos__f4e39d6e15b7c172,62ecdc90dd42,aptos,exact_sha256,automatic_exact_match
exact_ed97344a28af,aptos__f2441e608d0b71b5,3a23f37fc79e,aptos,exact_sha256,automatic_exact_match
exact_edaa82bc4214,aptos__dd4061a587f9c8a9,65e530ee2e79,aptos,exact_sha256,automatic_exact_match
exact_edaa82bc4214,aptos__72af0b8987b0af7e,ec727873cdb7,aptos,exact_sha256,automatic_exact_match
exact_ee1d40cbcefa,aptos__e60f5c3c2440e64b,70f5caf5f305,aptos,exact_sha256,automatic_exact_match
exact_ee1d40cbcefa,aptos__3bfdfc789254b62e,42ae83e0089b,aptos,exact_sha256,automatic_exact_match
exact_f17a80da3380,aptos__bcba811b84d961b6,19722bff5a09,aptos,exact_sha256,automatic_exact_match
exact_f17a80da3380,aptos__33c264a16a2a7586,19e350c7c83c,aptos,exact_sha256,automatic_exact_match
exact_f259156c8d09,aptos__ec9faaebd3224448,365f8c01d994,aptos,exact_sha256,automatic_exact_match
exact_f259156c8d09,aptos__be8cf29563fea528,1388399910c7,aptos,exact_sha256,automatic_exact_match
exact_f363329e50ba,aptos__17a96d38b3f6383c,4cae247d9909,aptos,exact_sha256,automatic_exact_match
exact_f363329e50ba,aptos__eb74d269e1666c33,d6301df5abf1,aptos,exact_sha256,automatic_exact_match
exact_f62e1dd9c7cb,aptos__aeaab288c304b850,dc6fa1b38b83,aptos,exact_sha256,automatic_exact_match
exact_f62e1dd9c7cb,aptos__31898658d389d842,4d80c835d862,aptos,exact_sha256,automatic_exact_match
exact_f68d4db7f038,aptos__4e5b08cd2ff1d380,42985aa2e32f,aptos,exact_sha256,automatic_exact_match
exact_f68d4db7f038,aptos__8c983d0ddb69cb57,6165081b9021,aptos,exact_sha256,automatic_exact_match
exact_f6bd1fdaa119,aptos__2e5e3383eddcb1f3,417f408ee8e0,aptos,exact_sha256,automatic_exact_match
exact_f6bd1fdaa119,aptos__1009c41673654c99,600b2b469a2f,aptos,exact_sha256,automatic_exact_match
exact_f6be51aadc6a,aptos__da61ae117d1f0874,13e28ec4534a,aptos,exact_sha256,automatic_exact_match
exact_f6be51aadc6a,aptos__74e6fa1c4e409c6b,6543b4168f98,aptos,exact_sha256,automatic_exact_match
exact_f77e824ed596,aptos__f942358366af4e77,b13d72ceea26,aptos,exact_sha256,automatic_exact_match
exact_f77e824ed596,aptos__9209ba623c00d8b8,da0a1043abf7,aptos,exact_sha256,automatic_exact_match
exact_f85a31c66c8c,aptos__5ff715bc692012fd,80a02014b418,aptos,exact_sha256,automatic_exact_match
exact_f85a31c66c8c,aptos__9091ecb8844ae5d9,7d593a4da56f,aptos,exact_sha256,automatic_exact_match
exact_f8dc5d2b1b23,aptos__9af0b1aa38763701,545df1bbcd61,aptos,exact_sha256,automatic_exact_match
exact_f8dc5d2b1b23,aptos__8cb7394854ae6852,cd41966d03ef,aptos,exact_sha256,automatic_exact_match
exact_f90a15fbea7e,aptos__40126054dabcaf6a,b8ac328009e0,aptos,exact_sha256,automatic_exact_match
exact_f90a15fbea7e,aptos__a23aeb9648886710,ff0740cb484a,aptos,exact_sha256,automatic_exact_match
exact_f94418614565,aptos__dc88345f12c19f6b,a8b637abd96b,aptos,exact_sha256,automatic_exact_match
exact_f94418614565,aptos__4807e57252159f43,e2c3b037413b,aptos,exact_sha256,automatic_exact_match
exact_fa85dd946097,aptos__b716d47d01d293ea,111898ab463d,aptos,exact_sha256,automatic_exact_match
exact_fa85dd946097,aptos__3822e3c091dc74c9,33105f9b3a04,aptos,exact_sha256,automatic_exact_match
exact_fab7d9137c42,aptos__65390259d89a1c08,18af532e7e1e,aptos,exact_sha256,automatic_exact_match
exact_fab7d9137c42,aptos__9e2db0c23708edad,605359a98377,aptos,exact_sha256,automatic_exact_match
exact_fb664a9738d3,aptos__ec728dff2dba7db0,77e7c7a160c8,aptos,exact_sha256,automatic_exact_match
exact_fb664a9738d3,aptos__3e6f81c26d82cff8,93220677378c,aptos,exact_sha256,automatic_exact_match
exact_fe4c95e854d4,aptos__529b00fdf494b66c,8dfa629ca74e,aptos,exact_sha256,automatic_exact_match
exact_fe4c95e854d4,aptos__2ddae4bf2fa675da,4e8b41486289,aptos,exact_sha256,automatic_exact_match
exact_ff6a53000a5e,aptos__a963227a117d3922,1c6d119c3d70,aptos,exact_sha256,automatic_exact_match
exact_ff6a53000a5e,aptos__c01d681758e3abfd,a56230242a95,aptos,exact_sha256,automatic_exact_match
exact_ffa8f58e7d3f,aptos__9f8a855851b47cc3,42cc993f23a9,aptos,exact_sha256,automatic_exact_match
exact_ffa8f58e7d3f,aptos__d37678467befb173,f0fe049d478b,aptos,exact_sha256,automatic_exact_match
